image_path,question,real_answer,formatted_pred,prediction
imported_vqa,How many shelves are there?,3,2,two
generate,How many clocks are there?,0,0,0
tdiuc_templates,How many people are in the picture?,4,4,four
tdiuc_templates,How many bananas can be seen?,10,20,20
imported_vqa,How many people are in the picture?,8,8,eight
tdiuc_templates,How many people are there?,5,6,6
imported_genome,How many pictures are on the wall?,6,5,5
tdiuc_templates,How many people are in the photo?,6,-1,more than five
imported_vqa,How many throw pillows on the couch?,4,4,4
tdiuc_templates,How many people are in the photo?,7,-1,more than ten
tdiuc_templates,How many cars are there?,1,2,two
tdiuc_templates,How many people are in the photo?,5,5,5
imported_genome,How many candles are on the cake?,6,6,6
imported_vqa,How many types of cakes are here?,5,4,4
tdiuc_templates,How many zebras can you see?,5,7,7
imported_vqa,How many people are seen?,1,1,one
tdiuc_templates,How many cows can you see?,11,15,15
tdiuc_templates,How many people are there?,5,7,seven
imported_genome,How many piece of chiwatous' are there?,8,8,8
tdiuc_templates,How many people are there?,7,9,9
tdiuc_templates,How many bottles are there?,3,2,two
imported_genome,How many people are there?,3,4,4
imported_genome,How many hands are visible?,1,1,1
tdiuc_templates,How many chairs can be seen?,3,3,3
tdiuc_templates,How many people are there?,6,6,6
imported_vqa,How many animal tails are showing?,5,4,4
generate,How many green spray bottles are there?,0,1,one
imported_vqa,How many tires are on the bus?,6,4,4
imported_genome,How many propellers can you see?,8,4,4
tdiuc_templates,How many people can be seen?,7,8,8
imported_vqa,How many pots are near the door?,1,0,0
tdiuc_templates,How many people are there?,6,-1,more than ten
imported_genome,How many signal lights are there?,5,4,4
tdiuc_templates,How many people are there?,5,-1,more than ten
imported_genome,How many people are in the photo?,10,12,12
tdiuc_templates,How many zebras are there?,2,2,two
imported_vqa,How many cars are on the road?,5,7,seven
amt,How many white box of tissue with pink flowers on top of the table by the red chair?,1,1,one
tdiuc_templates,How many people are in the picture?,4,5,5
imported_vqa,How many cows are there?,6,5,5
tdiuc_templates,How many cows can you see?,9,10,10
amt,How many supportes does the bridge have?,12,10,10
imported_genome,How many rings do you see?,1,2,2
tdiuc_templates,How many pizzas are in the photo?,6,8,8
imported_genome,How many lights can be seen in total?,8,4,4
imported_vqa,How many curtains are in this scene?,6,2,two
tdiuc_templates,How many sheep can be seen?,12,15,15
tdiuc_templates,How many bowls are visible?,5,4,4
imported_genome,How many eggs on the plate?,1,1,1
imported_vqa,How many people are there?,5,7,7
imported_genome,How many men are there?,1,1,one
tdiuc_templates,How many cars are there?,6,10,10
imported_vqa,How many people do you see?,6,5,5
imported_genome,How many flags are in the photo?,9,10,10
tdiuc_templates,How many benches are there?,5,10,10
imported_vqa,How many wine glasses are on the table?,5,6,6
imported_genome,How many cats?,1,2,2
imported_genome,How many horses are there?,1,2,2
tdiuc_templates,How many people are in the picture?,8,-1,many
imported_genome,How many windows are visible?,2,1,1
tdiuc_templates,How many broccolis are in the photo?,3,2,2
tdiuc_templates,How many people are there?,4,2,two
imported_vqa,How many people are in the distance?,6,6,6
imported_genome,How many people are shown?,8,10,10
tdiuc_templates,How many people can be seen?,3,4,4
generate,How many dogs are running in the surf?,0,0,0
imported_vqa,How many elephants are pictured?,6,6,six
tdiuc_templates,How many buses are in the picture?,4,3,3
imported_genome,How many hands in this image?,2,2,2
generate,How many orange boats are there?,0,1,one
tdiuc_templates,How many elephants are there?,10,10,10
tdiuc_templates,How many cars can be seen?,7,15,15
imported_vqa,How many wheels do you see?,4,4,4
tdiuc_templates,How many motorcycles are there?,11,-1,many
imported_vqa,How many people are surfing in this picture?,2,2,2
imported_vqa,How many kites are visible?,7,10,10
amt,How many black plugs are plugged into the power strip?,5,0,0
tdiuc_templates,How many toothbrushes are there?,2,2,2
tdiuc_templates,How many people can you see?,5,5,5
tdiuc_templates,How many people are in the photo?,4,3,three
imported_genome,How many windows are there?,6,6,6
tdiuc_templates,How many people are in the photo?,10,100,100
tdiuc_templates,How many people are there?,7,-1,more than ten
imported_vqa,How many umbrellas are in the photo?,6,10,10
imported_vqa,How many planes are in the air?,4,4,4
tdiuc_templates,How many people can be seen?,6,20,20
tdiuc_templates,How many people are in the picture?,4,5,5
imported_vqa,How many slices of pizza?,7,8,8
tdiuc_templates,How many bowls can you see?,3,3,3
imported_vqa,How many giraffes are there?,3,3,3
imported_vqa,How many lights are on the front of the train?,4,2,two
tdiuc_templates,How many people can you see?,6,6,6
imported_genome,How many pieces of luggage are there?,3,6,6
tdiuc_templates,How many people are in the picture?,8,11,11
tdiuc_templates,How many toilets can be seen?,1,1,one
tdiuc_templates,How many people are there?,7,10,ten
generate,How many rows of people are there?,0,0,0
imported_vqa,How many giraffes are in this pic?,15,20,20
generate,How many umbrellas are there?,0,0,0
tdiuc_templates,How many people are there?,4,-1,more than ten
imported_vqa,How many people are in this picture?,3,2,2
amt,How many black teddy bears are there?,0,0,0
tdiuc_templates,How many bottles are visible?,5,4,four
tdiuc_templates,How many people can you see?,5,7,7
tdiuc_templates,How many people can you see?,8,8,8
imported_genome,How many zebras are pictured?,2,2,2
amt,How many people carry umbrellas?,2,1,1
imported_genome,How many cows are shown?,2,2,2
tdiuc_templates,How many people are there?,6,7,seven
tdiuc_templates,How many bottles are there?,3,2,2
tdiuc_templates,How many people are visible?,4,5,five
imported_vqa,How many places are there to sit?,1,1,1
imported_genome,How many sinks are shown?,3,3,3
tdiuc_templates,How many teddy bears can be seen?,6,7,7
imported_vqa,How many people are shown?,3,4,four
tdiuc_templates,How many cups are there?,8,6,6
imported_genome,How many banana slices are there?,9,6,6
tdiuc_templates,How many people can you see?,12,-1,many
tdiuc_templates,How many people are there?,5,8,eight
imported_genome,How many girls are there?,1,1,1
tdiuc_templates,How many people are there?,9,-1,more than ten
tdiuc_templates,How many ovens are in the photo?,2,1,1
imported_vqa,How many kids are holding rackets?,6,2,two
tdiuc_templates,How many pizzas are visible?,6,2,2
imported_vqa,How many people appear in the painting above the clock?,5,5,five
tdiuc_templates,How many people are in the photo?,4,4,4
tdiuc_templates,How many people are there?,7,1,one
imported_genome,How many wheels does the motorcycle have?,2,2,two
imported_vqa,How many people are in the picture?,5,5,5
imported_vqa,How many flags?,6,8,8
imported_genome,How many animals are there?,12,15,15
tdiuc_templates,How many people are there?,5,6,6
tdiuc_templates,How many people are in the photo?,5,6,6
tdiuc_templates,How many people can you see?,8,5,5
tdiuc_templates,How many people can you see?,6,8,8
tdiuc_templates,How many people are in the picture?,13,-1,more than five
tdiuc_templates,How many bottles are there?,3,4,4
imported_genome,How many boats are pictured?,0,0,0
imported_genome,How many turbines are there?,2,2,2
tdiuc_templates,How many elephants are visible?,4,5,five
tdiuc_templates,How many people can you see?,8,7,7
tdiuc_templates,How many cups are there?,2,1,one
tdiuc_templates,How many people are in the photo?,6,-1,more than ten
generate,How many of the bowls in the image contain mushrooms?,0,0,0
tdiuc_templates,How many people are in the picture?,3,3,3
imported_genome,How many cats are in this picture?,1,1,1
tdiuc_templates,How many skateboards are in the photo?,3,3,3
tdiuc_templates,How many people are there?,5,10,10
tdiuc_templates,How many chairs can you see?,2,1,1
imported_genome,How many zebras are pictured?,5,3,3
tdiuc_templates,How many bananas are there?,4,6,6
imported_vqa,How many windows are on the building?,6,12,12
generate,How many people are under the colorful umbrella?,0,0,0
amt,How many people are sitting at the table in the foreground?,6,7,7
tdiuc_templates,How many people are visible?,8,10,10
imported_vqa,How many zebras are pictured?,5,5,5
imported_genome,How many police officers are visible riding horses?,5,6,6
generate,How many bowls in the image contain broccoli?,0,0,0
tdiuc_templates,How many bowls are there?,4,5,5
tdiuc_templates,How many oranges are there?,9,6,6
tdiuc_templates,How many people are visible?,4,6,6
tdiuc_templates,How many people are there?,6,5,five
tdiuc_templates,How many people can you see?,2,2,2
imported_vqa,How many men are in this photo?,4,5,five
imported_vqa,How many people are skiing?,8,7,seven
tdiuc_templates,How many oranges are there?,6,7,7
tdiuc_templates,How many cars are there?,5,4,4
imported_vqa,How many lights are on the street?,1,1,one
amt,How many people are standing on the blue part of the court?,4,2,2
imported_vqa,How many dogs are there?,3,2,two
tdiuc_templates,How many bears are there?,3,4,four
generate,How many elephants are lying down?,0,0,zero
tdiuc_templates,How many people can be seen?,2,10,10
imported_vqa,How many knobs can you see on the stove?,6,6,6
tdiuc_templates,How many people can be seen?,2,2,2
imported_vqa,How many people are in this picture?,8,8,8
imported_vqa,How many pillows are there?,5,5,5
tdiuc_templates,How many bananas are there?,10,100,100
tdiuc_templates,How many people can be seen?,5,10,10
tdiuc_templates,How many people are in the picture?,1,1,1
tdiuc_templates,How many people are in the picture?,10,10,10
tdiuc_templates,How many people are there?,4,-1,more than ten
imported_genome,How many levels are on the tram?,2,2,2
imported_vqa,How many people are standing on the hill?,5,6,six
tdiuc_templates,How many people can you see?,5,5,5
imported_vqa,How many horses are there?,4,4,four
imported_vqa,How many picture frames on the table?,0,0,0
imported_vqa,How many people are in the picture?,7,10,10
imported_genome,How many buses are visible?,2,2,2
tdiuc_templates,How many bananas are there?,9,-1,more than ten
amt,How many cats are on the umbrella?,3,2,2
tdiuc_templates,How many people are visible?,6,1,1
tdiuc_templates,How many people are there?,4,5,5
tdiuc_templates,How many people are there?,12,15,15
tdiuc_templates,How many people can you see?,10,12,12
tdiuc_templates,How many beds are there?,2,2,2
imported_genome,How many sheep are there?,13,15,15
tdiuc_templates,How many people are there?,8,-1,more than ten
imported_genome,How many legs does the cat have?,4,4,four
tdiuc_templates,How many benches are visible?,1,1,1
tdiuc_templates,How many people can you see?,9,-1,many
imported_vqa,How many candles are lit?,4,6,6
imported_genome,How many balls are there?,1,1,one
tdiuc_templates,How many buses are there?,6,10,10
tdiuc_templates,How many cars are in the picture?,4,10,10
imported_genome,How many cars are there?,4,4,4
imported_vqa,How many donuts?,6,6,6
tdiuc_templates,How many people can be seen?,7,10,10
imported_vqa,How many treats are there?,5,6,6
imported_vqa,How many windows have curtains?,7,2,two
imported_vqa,How many chairs are there?,3,2,2
imported_vqa,How many wheels are shown in the picture?,8,6,6
tdiuc_templates,How many motorcycles are visible?,5,7,seven
tdiuc_templates,How many cups are visible?,2,1,one
imported_vqa,How many tags are on the suitcase?,3,2,2
tdiuc_templates,How many donuts are visible?,6,12,12
imported_vqa,How many moving lanes of traffic are there?,2,4,4
tdiuc_templates,How many oranges are visible?,10,10,10
imported_vqa,How many plates?,5,6,6
imported_vqa,How many deckers is the bus?,2,2,2
imported_genome,How many men are in the photo?,2,2,2
tdiuc_templates,How many chairs are in the photo?,4,-1,more than ten
tdiuc_templates,How many people are in the photo?,5,5,five
imported_genome,How many buses are shown?,2,2,2
imported_vqa,How many horses are in the picture?,8,10,10
imported_vqa,How many donuts are there?,6,6,6
imported_vqa,How many chairs are in this picture?,5,5,5
imported_genome,How many toilets are there?,7,8,eight
tdiuc_templates,How many people are there?,4,4,four
generate,How many kites are there?,0,0,0
imported_genome,How many people are standing?,1,1,one
tdiuc_templates,How many people are there?,9,100,100
tdiuc_templates,How many chairs can be seen?,3,6,6
imported_genome,How many slices of pizza are in the photo?,7,6,6
imported_vqa,How many circles are on the front of the train?,5,4,four
amt,How many panes of glass are by the boy?,3,2,2
tdiuc_templates,How many people are there?,6,5,five
tdiuc_templates,How many people are in the picture?,7,10,ten
tdiuc_templates,How many people can you see?,14,15,15
tdiuc_templates,How many toilets are there?,1,1,one
imported_vqa,How many stripes are crossing the street?,6,8,8
imported_vqa,How many plants are on the windowsill?,3,3,3
